Code,Country,Income group,Number of Records,Year,Population,Region
TCA,Turks and Caicos Islands,High income: nonOECD,1,1998,17114,Latin America & Caribbean
TUV,Tuvalu,Upper middle income,1,1998,9334,East Asia & Pacific
UGA,Uganda,Low income,1,1998,22336812,Sub-Saharan Africa
UKR,Ukraine,Lower middle income,1,1998,49655175,Europe & Central Asia
ARE,United Arab Emirates,High income: nonOECD,1,1998,2733770,Middle East & North Africa
GBR,United Kingdom,High income: OECD,1,1998,58456989,Europe & Central Asia
USA,United States,High income: OECD,1,1998,276354096,North America
URY,Uruguay,High income: nonOECD,1,1998,3292134,Latin America & Caribbean
,USSR,,1,1998,290130938,Unknown
UZB,Uzbekistan,Lower middle income,1,1998,23845788,Europe & Central Asia
,Wallis et Futuna,,1,1998,14394,Unknown
VUT,Vanuatu,Lower middle income,1,1998,178074,East Asia & Pacific
VEN,Venezuela,High income: nonOECD,1,1998,23565734,Latin America & Caribbean
,West Bank and Gaza,,1,1998,,Unknown
,West Germany,,1,1998,64666828,Unknown
,Western Sahara,,1,1998,277466,Unknown
VNM,Vietnam,Lower middle income,1,1998,3000312,East Asia & Pacific
VIR,Virgin Islands (U.S.),High income: nonOECD,1,1998,108271,Latin America & Caribbean
WBG,North Yemen (former),Lower middle income,1,1998,12672148,Middle East & North Africa
,South Yemen (former),,1,1998,3527284,Unknown
YEM,Yemen,Lower middle income,1,1998,16829935,Middle East & North Africa
,Yugoslavia,,1,1998,23199235,Unknown
ZMB,Zambia,Lower middle income,1,1998,10034412,Sub-Saharan Africa
ZWE,Zimbabwe,Low income,1,1998,12226742,Sub-Saharan Africa
,Åland,,1,1998,25537,Unknown
,South Sudan,,1,1998,6092688,Unknown
,Curaçao,,1,1998,136895,Unknown
,Sint Maarten (Dutch part),,1,1998,31372,Unknown
,St. Martin (French part),,1,1998,,Unknown
,Antarctica,,1,1998,,Unknown
,Bouvet Island,,1,1998,,Unknown
,British Indian Ocean Territory,,1,1998,,Unknown
,Clipperton,,1,1998,,Unknown
,French Southern and Antarctic Lands,,1,1998,,Unknown
,Gaza Strip,,1,1998,,Unknown
,Heard and McDonald Islands,,1,1998,,Unknown
,Northern Marianas,,1,1998,,Unknown
,South Georgia and the South Sandwich Islands,,1,1998,,Unknown
,US Minor Outlying Islands,,1,1998,,Unknown
,Virgin Islands,,1,1998,,Unknown
,West Bank,,1,1998,,Unknown
,Abkhazia,,1,1999,,Unknown
AFG,Afghanistan,Low income,1,1999,19038420,South Asia
,Akrotiri and Dhekelia,,1,1999,15051,Unknown
ALB,Albania,Upper middle income,1,1999,3114851,Europe & Central Asia
DZA,Algeria,Upper middle income,1,1999,30766551,Middle East & North Africa
ASM,American Samoa,Upper middle income,1,1999,56768,East Asia & Pacific
ADO,Andorra,High income: nonOECD,1,1999,64161,Europe & Central Asia
AGO,Angola,Upper middle income,1,1999,14601983,Sub-Saharan Africa
,Anguilla,,1,1999,10797,Unknown
ATG,Antigua and Barbuda,High income: nonOECD,1,1999,76041,Latin America & Caribbean
ARG,Argentina,High income: nonOECD,1,1999,36648054,Latin America & Caribbean
ARM,Armenia,Lower middle income,1,1999,3093820,Europe & Central Asia
ABW,Aruba,High income: nonOECD,1,1999,89004,Latin America & Caribbean
AUS,Australia,High income: OECD,1,1999,18906936,East Asia & Pacific
AUT,Austria,High income: OECD,1,1999,8032953,Europe & Central Asia
AZE,Azerbaijan,Upper middle income,1,1999,8047997,Europe & Central Asia
BHS,Bahamas,High income: nonOECD,1,1999,293572,Latin America & Caribbean
BHR,Bahrain,High income: nonOECD,1,1999,640904,Middle East & North Africa
BGD,Bangladesh,Lower middle income,1,1999,128746273,South Asia
BRB,Barbados,High income: nonOECD,1,1999,268920,Latin America & Caribbean
BLR,Belarus,Upper middle income,1,1999,10005259,Europe & Central Asia
BEL,Belgium,High income: OECD,1,1999,10237402,Europe & Central Asia
BLZ,Belize,Upper middle income,1,1999,239024,Latin America & Caribbean
BEN,Benin,Low income,1,1999,6740491,Sub-Saharan Africa
BMU,Bermuda,High income: nonOECD,1,1999,63768,North America
BTN,Bhutan,Lower middle income,1,1999,548387,South Asia
BOL,Bolivia,Lower middle income,1,1999,8182710,Latin America & Caribbean
BIH,Bosnia and Herzegovina,Upper middle income,1,1999,3784389,Europe & Central Asia
BWA,Botswana,Upper middle income,1,1999,1708368,Sub-Saharan Africa
BRA,Brazil,Upper middle income,1,1999,173153066,Latin America & Caribbean
,British Virgin Islands,,1,1999,20186,Unknown
BRN,Brunei,High income: nonOECD,1,1999,323812,East Asia & Pacific
BGR,Bulgaria,Upper middle income,1,1999,8066219,Europe & Central Asia
BFA,Burkina Faso,Low income,1,1999,11283016,Sub-Saharan Africa
BDI,Burundi,Low income,1,1999,6623707,Sub-Saharan Africa
KHM,Cambodia,Low income,1,1999,11928306,East Asia & Pacific
CMR,Cameroon,Lower middle income,1,1999,15514249,Sub-Saharan Africa
CAN,Canada,High income: OECD,1,1999,30420216,North America
CPV,Cape Verde,Lower middle income,1,1999,429576,Sub-Saharan Africa
CYM,Cayman Islands,High income: nonOECD,1,1999,39810,Latin America & Caribbean
CAF,Central African Republic,Low income,1,1999,3653310,Sub-Saharan Africa
TCD,Chad,Low income,1,1999,8042713,Sub-Saharan Africa
CHI,Channel Islands,High income: nonOECD,1,1999,147682,Europe & Central Asia
CHL,Chile,High income: OECD,1,1999,14980484,Latin America & Caribbean
CHN,China,Upper middle income,1,1999,1262713651,East Asia & Pacific
,Christmas Island,,1,1999,2431,Unknown
,Cocos Island,,1,1999,627,Unknown
COL,Colombia,Upper middle income,1,1999,39819279,Latin America & Caribbean
COM,Comoros,Low income,1,1999,533909,Sub-Saharan Africa
ZAR,"Congo, Dem. Rep.",Low income,1,1999,46788238,Sub-Saharan Africa
COG,"Congo, Rep.",Lower middle income,1,1999,3031969,Sub-Saharan Africa
,Cook Is,,1,1999,17806,Unknown
CRI,Costa Rica,Upper middle income,1,1999,3848725,Latin America & Caribbean
CIV,Cote d'Ivoire,Lower middle income,1,1999,16137824,Sub-Saharan Africa
HRV,Croatia,High income: nonOECD,1,1999,4456298,Europe & Central Asia
CUB,Cuba,Upper middle income,1,1999,11080506,Latin America & Caribbean
CYP,Cyprus,High income: nonOECD,1,1999,925491,Europe & Central Asia
CZE,Czech Republic,High income: OECD,1,1999,10280525,Europe & Central Asia
,Czechoslovakia,,1,1999,15675936,Unknown
DNK,Denmark,High income: OECD,1,1999,5319410,Europe & Central Asia
DJI,Djibouti,Lower middle income,1,1999,710652,Middle East & North Africa
DMA,Dominica,Upper middle income,1,1999,69902,Latin America & Caribbean
DOM,Dominican Republic,Upper middle income,1,1999,8429116,Latin America & Caribbean
,East Germany,,1,1999,16131560,Unknown
ECU,Ecuador,Upper middle income,1,1999,12398691,Latin America & Caribbean
EGY,Egypt,Lower middle income,1,1999,67112877,Middle East & North Africa
SLV,El Salvador,Lower middle income,1,1999,5775660,Latin America & Caribbean
GNQ,Equatorial Guinea,High income: nonOECD,1,1999,513347,Sub-Saharan Africa
ERI,Eritrea,Low income,1,1999,3429656,Sub-Saharan Africa
,Eritrea and Ethiopia,,1,1999,67346481,Unknown
EST,Estonia,High income: OECD,1,1999,1403821,Europe & Central Asia
ETH,Ethiopia,Low income,1,1999,64550161,Sub-Saharan Africa
FRO,Faeroe Islands,High income: nonOECD,1,1999,45852,Europe & Central Asia
,Falkland Is (Malvinas),,1,1999,2818,Unknown
FJI,Fiji,Upper middle income,1,1999,806494,East Asia & Pacific
FIN,Finland,High income: OECD,1,1999,5164780,Europe & Central Asia
FRA,France,High income: OECD,1,1999,59107738,Europe & Central Asia
,French Guiana,,1,1999,156764,Unknown
PYF,French Polynesia,High income: nonOECD,1,1999,232956,East Asia & Pacific
GAB,Gabon,Upper middle income,1,1999,1202412,Sub-Saharan Africa
GMB,Gambia,Low income,1,1999,1192920,Sub-Saharan Africa
GEO,Georgia,Lower middle income,1,1999,4801695,Europe & Central Asia
DEU,Germany,High income: OECD,1,1999,81965830,Europe & Central Asia
GHA,Ghana,Lower middle income,1,1999,18384426,Sub-Saharan Africa
,Gibraltar,,1,1999,27233,Unknown
GRC,Greece,High income: OECD,1,1999,10910741,Europe & Central Asia
GRL,Greenland,High income: nonOECD,1,1999,56049,Europe & Central Asia
GRD,Grenada,Upper middle income,1,1999,101441,Latin America & Caribbean
,Guadeloupe,,1,1999,426474,Unknown
GUM,Guam,High income: nonOECD,1,1999,153951,East Asia & Pacific
GTM,Guatemala,Lower middle income,1,1999,11408815,Latin America & Caribbean
,Guernsey,,1,1999,63804,Unknown
GIN,Guinea,Low income,1,1999,8647336,Sub-Saharan Africa
GNB,Guinea-Bissau,Low income,1,1999,1287727,Sub-Saharan Africa
GUY,Guyana,Lower middle income,1,1999,740189,Latin America & Caribbean
HTI,Haiti,Low income,1,1999,8404396,Latin America & Caribbean
,Holy See,,1,1999,786,Unknown
HND,Honduras,Lower middle income,1,1999,6114534,Latin America & Caribbean
HKG,"Hong Kong, China",High income: nonOECD,1,1999,6689135,East Asia & Pacific
HUN,Hungary,High income: OECD,1,1999,10253110,Europe & Central Asia
ISL,Iceland,High income: OECD,1,1999,278376,Europe & Central Asia
IND,India,Lower middle income,1,1999,1034976626,South Asia
IDN,Indonesia,Lower middle income,1,1999,208644079,East Asia & Pacific
IRN,Iran,Upper middle income,1,1999,64780362,Middle East & North Africa
IRQ,Iraq,Upper middle income,1,1999,22888600,Middle East & North Africa
IRL,Ireland,High income: OECD,1,1999,3788816,Europe & Central Asia
IMY,Isle of Man,High income: nonOECD,1,1999,75879,Europe & Central Asia
ISR,Israel,High income: OECD,1,1999,5891263,Middle East & North Africa
ITA,Italy,High income: OECD,1,1999,57035249,Europe & Central Asia
JAM,Jamaica,Upper middle income,1,1999,2579973,Latin America & Caribbean
JPN,Japan,High income: OECD,1,1999,125481050,East Asia & Pacific
,Jersey,,1,1999,88431,Unknown
JOR,Jordan,Upper middle income,1,1999,4691402,Middle East & North Africa
KAZ,Kazakhstan,Upper middle income,1,1999,15059994,Europe & Central Asia
KEN,Kenya,Lower middle income,1,1999,30301240,Sub-Saharan Africa
KIR,Kiribati,Lower middle income,1,1999,82969,East Asia & Pacific
PRK,North Korea,Low income,1,1999,22641747,East Asia & Pacific
KOR,South Korea,High income: OECD,1,1999,45908307,East Asia & Pacific
,United Korea (former),,1,1999,68487028,Unknown
KSV,Kosovo,Lower middle income,1,1999,2636136,Europe & Central Asia
KWT,Kuwait,High income: nonOECD,1,1999,1853152,Middle East & North Africa
KGZ,Kyrgyz Republic,Lower middle income,1,1999,4893658,Europe & Central Asia
LAO,Lao,Lower middle income,1,1999,5256207,East Asia & Pacific
